household_key,primer_dia,ultimo_dia,frecuencia_cestas,clv_historico,n_lineas,recencia_dias,tenencia_dias,gasto_medio_cesta,tenencia_corta,n_categorias_distintas,log_clv_historico,gasto_medio_semanal_base,gasto_medio_semanal_reciente,tendencia_no_disponible,tendencia_relativa,AGE_DESC,MARITAL_STATUS_CODE,INCOME_DESC,HOMEOWNER_DESC,HH_COMP_DESC,KID_CATEGORY_DESC,AGE_DESC_cod,MARITAL_STATUS_CODE_cod,INCOME_DESC_cod,HOMEOWNER_DESC_cod,HH_COMP_DESC_cod,KID_CATEGORY_DESC_cod,tamano_medio_cesta,descuento_total,target_campana,n_campanas,nivel_valor,nivel_tendencia,cuadrante
83,40,704,109,1179.25,360,1,665,10.818807339449542,False,94,7.073481559426396,13.65338028169014,7.8566666666666665,False,-0.42456252557450214,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,6.0,2.0,12.0,4.0,3.0,4.0,3.302752293577982,183.92000000000002,1,1,Bajo,Descendente,Bajo valor / Descendente
84,45,696,52,1208.09,463,9,652,23.232499999999998,False,105,7.097623289531493,12.005352112676055,12.986666666666666,False,0.0817397561338058,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,6.0,2.0,12.0,4.0,3.0,4.0,8.903846153846153,152.85,0,0,Bajo,Ascendente,Bajo valor / Ascendente
85,17,705,281,4650.71,1722,0,689,16.550569395017792,False,163,8.444990172916393,48.06295774647887,48.52166666666667,False,0.009543917846408468,25-34,U,35-49K,Unknown,Single Male,None/Unknown,1.0,3.0,3.0,5.0,5.0,3.0,6.128113879003559,943.96,1,8,Alto,Ascendente,Alto valor / Ascendente
86,68,673,46,4019.44,1069,32,606,87.37913043478261,False,153,8.299146628359871,47.04704225352113,23.924166666666668,False,-0.49148415031603565,65+,B,35-49K,Homeowner,Single Male,None/Unknown,5.0,1.0,3.0,0.0,5.0,3.0,23.23913043478261,518.88,1,2,Alto,Descendente,Alto valor / Descendente
87,85,694,44,1170.5,342,11,610,26.602272727272727,False,70,7.066040257947851,12.03718309859155,16.6875,False,0.3863293316484133,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,6.0,2.0,12.0,4.0,3.0,4.0,7.7727272727272725,85.0,0,0,Bajo,Ascendente,Bajo valor / Ascendente
88,87,705,228,11607.64,5088,0,619,50.91070175438596,False,186,9.359504927434255,130.6088732394366,126.45333333333333,False,-0.031816673730009105,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,6.0,2.0,12.0,4.0,3.0,4.0,22.31578947368421,2381.6800000000003,1,12,Alto,Descendente,Alto valor / Descendente
89,110,638,11,177.56,47,67,529,16.14181818181818,False,21,5.184924679192946,2.043943661971831,1.1833333333333333,False,-0.4210538404998163,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,6.0,2.0,12.0,4.0,3.0,4.0,4.2727272727272725,9.93,0,0,Bajo,Descendente,Bajo valor / Descendente
90,89,677,10,490.41,154,28,589,49.041000000000004,False,45,6.19727880990037,4.494929577464789,10.523333333333333,False,1.3411564412692445,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,6.0,2.0,12.0,4.0,3.0,4.0,15.4,57.21,0,0,Bajo,Ascendente,Bajo valor / Ascendente
91,56,704,179,2870.7200000000003,816,1,649,16.037541899441344,False,125,7.962666432379148,28.625352112676058,34.920833333333334,False,0.2199267696647641,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,6.0,2.0,12.0,4.0,3.0,4.0,4.558659217877095,300.55,1,2,Alto,Ascendente,Alto valor / Ascendente
92,101,705,57,1587.38,744,0,605,27.848771929824565,False,133,7.370469907890996,18.091267605633803,21.610833333333332,False,0.19454500394452742,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,6.0,2.0,12.0,4.0,3.0,4.0,13.052631578947368,441.19,1,1,Bajo,Ascendente,Bajo valor / Ascendente
93,8,551,106,3346.7200000000003,1273,154,544,31.572830188679248,False,106,8.116034796092897,39.09478873239436,0.0,False,-1.0,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,6.0,2.0,12.0,4.0,3.0,4.0,12.00943396226415,738.37,1,12,Alto,Descendente,Alto valor / Descendente
94,87,698,36,442.64,140,7,612,12.295555555555556,False,57,6.095013422736541,3.984647887323944,8.229166666666666,False,1.0652180316472846,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,6.0,2.0,12.0,4.0,3.0,4.0,3.888888888888889,110.77,0,0,Bajo,Ascendente,Bajo valor / Ascendente
95,88,704,305,6428.75,2097,1,617,21.077868852459016,False,162,8.768690936226974,70.08830985915493,86.93666666666667,False,0.24038754595979178,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,6.0,2.0,12.0,4.0,3.0,4.0,6.8754098360655735,1972.72,1,5,Alto,Ascendente,Alto valor / Ascendente
96,21,405,57,1155.0,324,300,385,20.263157894736842,False,83,7.052721049232323,9.991971830985916,0.0,False,-1.0,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,6.0,2.0,12.0,4.0,3.0,4.0,5.684210526315789,163.53,1,2,Bajo,Descendente,Bajo valor / Descendente
97,43,697,178,5294.43,1812,8,655,29.743988764044946,False,139,8.5745994634257,56.50450704225352,58.6325,False,0.037660587962570595,45-54,U,75-99K,Unknown,Single Female,None/Unknown,3.0,3.0,5.0,5.0,4.0,3.0,10.179775280898877,982.5300000000001,1,4,Alto,Ascendente,Alto valor / Ascendente
98,1,705,202,2507.76,1320,0,705,12.414653465346536,False,136,7.827543886151433,24.483661971830983,54.76083333333333,False,1.236627568063018,35-44,U,35-49K,Unknown,1 Adult Kids,1,2.0,3.0,3.0,5.0,0.0,0.0,6.534653465346534,518.78,1,2,Alto,Ascendente,Alto valor / Ascendente
99,86,704,254,6908.0,2801,1,619,27.19685039370079,False,189,8.840580188488795,66.6787323943662,52.35583333333333,False,-0.2148046093066255,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,6.0,2.0,12.0,4.0,3.0,4.0,11.027559055118111,1225.98,1,4,Alto,Descendente,Alto valor / Descendente
100,6,691,33,2294.62,644,14,686,69.53393939393939,False,98,7.738758238515475,25.21169014084507,21.093333333333334,False,-0.16335107977706148,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,6.0,2.0,12.0,4.0,3.0,4.0,19.515151515151516,394.27,0,0,Alto,Descendente,Alto valor / Descendente
101,116,701,239,6554.38,1156,4,586,27.42418410041841,False,122,8.788041365532038,74.25746478873239,106.50833333333333,False,0.43431146803027654,45-54,A,Under 15K,Homeowner,2 Adults Kids,2,3.0,0.0,0.0,0.0,1.0,1.0,4.836820083682008,2139.73,1,5,Alto,Ascendente,Alto valor / Ascendente
102,48,179,8,304.84000000000003,106,526,132,38.105000000000004,True,45,5.723062089388158,0.8771830985915493,0.0,True,,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,6.0,2.0,12.0,4.0,3.0,4.0,13.25,55.66,0,0,Bajo,Sin tendencia disponible,Sin tendencia disponible
103,91,697,49,536.14,244,8,607,10.941632653061225,False,83,6.286258768165544,6.527605633802817,4.859166666666666,False,-0.25559739064140746,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,6.0,2.0,12.0,4.0,3.0,4.0,4.979591836734694,107.21000000000001,1,1,Bajo,Descendente,Bajo valor / Descendente
104,112,705,125,6455.24,2349,0,594,51.64192,False,151,8.77280238398001,58.24774647887324,189.0375,False,2.245404525110081,35-44,A,35-49K,Homeowner,2 Adults Kids,3+,2.0,0.0,3.0,0.0,1.0,2.0,18.792,1739.8799999999999,1,8,Alto,Ascendente,Alto valor / Ascendente
105,8,704,162,4480.66,2318,1,697,27.658395061728395,False,143,8.407748792491912,44.242253521126756,51.163333333333334,False,0.1564359692686448,25-34,B,Under 15K,Homeowner,1 Adult Kids,2,1.0,1.0,0.0,0.0,0.0,1.0,14.308641975308642,1343.22,1,8,Alto,Ascendente,Alto valor / Ascendente
106,98,705,67,2014.66,465,0,608,30.069552238805972,False,115,7.608701964174464,12.509577464788734,83.85333333333334,False,5.703130746770549,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,6.0,2.0,12.0,4.0,3.0,4.0,6.940298507462686,200.38,0,0,Bajo,Ascendente,Bajo valor / Ascendente
107,66,682,41,1222.83,262,23,617,29.82512195121951,False,77,7.109740564537428,8.238591549295775,0.4533333333333333,False,-0.9449744133301421,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,6.0,2.0,12.0,4.0,3.0,4.0,6.390243902439025,173.37,0,0,Bajo,Descendente,Bajo valor / Descendente
108,84,689,62,2671.16,882,16,606,43.08322580645161,False,156,7.890642413103307,34.056901408450706,12.683333333333332,False,-0.6275840487888263,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,6.0,2.0,12.0,4.0,3.0,4.0,14.225806451612904,374.77,1,4,Alto,Descendente,Alto valor / Descendente
109,115,700,102,3433.01,1413,5,586,33.656960784313725,False,152,8.141483953509093,40.19380281690141,44.318333333333335,False,0.10261608077296852,25-34,A,15-24K,Homeowner,Single Female,None/Unknown,1.0,0.0,1.0,0.0,4.0,3.0,13.852941176470589,447.38,1,4,Alto,Ascendente,Alto valor / Ascendente
110,67,705,182,3419.61,1421,0,639,18.789065934065935,False,161,8.137574176725037,40.11577464788732,25.507500000000004,False,-0.36415287442683486,25-34,U,35-49K,Homeowner,Single Female,None/Unknown,1.0,3.0,3.0,0.0,4.0,3.0,7.8076923076923075,595.7,1,4,Alto,Descendente,Alto valor / Descendente
111,13,687,51,1515.65,597,18,675,29.718627450980392,False,133,7.324259234205518,15.538169014084508,8.710833333333333,False,-0.43939126125881145,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,6.0,2.0,12.0,4.0,3.0,4.0,11.705882352941176,374.8,1,1,Bajo,Descendente,Bajo valor / Descendente
112,42,698,80,1342.65,234,7,657,16.783125000000002,False,72,7.20314507050212,13.829859154929578,20.871666666666666,False,0.5091742029221661,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,6.0,2.0,12.0,4.0,3.0,4.0,2.925,86.27,1,1,Bajo,Ascendente,Bajo valor / Ascendente
113,96,705,222,15295.33,4412,0,610,68.89788288288288,False,215,9.635368209326243,169.2798591549296,198.69083333333333,False,0.173741721698185,35-44,A,125-149K,Homeowner,2 Adults Kids,2,2.0,0.0,7.0,0.0,1.0,1.0,19.873873873873872,2294.7400000000002,1,11,Alto,Ascendente,Alto valor / Ascendente
114,7,690,87,3251.91,1042,15,684,37.37827586206896,False,141,8.087305259321482,26.968028169014083,44.975,False,0.6677155525844376,25-34,U,35-49K,Homeowner,2 Adults No Kids,None/Unknown,1.0,3.0,3.0,0.0,2.0,3.0,11.977011494252874,519.54,1,4,Alto,Ascendente,Alto valor / Ascendente
115,39,700,199,13160.77,2996,5,662,66.13452261306533,False,181,9.485071694315442,140.11281690140845,176.55666666666664,False,0.2601036120121845,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,6.0,2.0,12.0,4.0,3.0,4.0,15.055276381909549,1751.6999999999998,1,10,Alto,Ascendente,Alto valor / Ascendente
116,45,701,82,642.37,307,4,657,7.833780487804878,False,62,6.466719986425331,7.00281690140845,5.400833333333334,False,-0.22876273799946353,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,6.0,2.0,12.0,4.0,3.0,4.0,3.7439024390243905,270.68,1,2,Bajo,Descendente,Bajo valor / Descendente
117,30,703,93,2542.15,1364,2,674,27.33494623655914,False,133,7.841158749132802,29.064084507042256,16.5525,False,-0.4304826633713747,65+,B,35-49K,Probable Owner,2 Adults No Kids,None/Unknown,5.0,1.0,3.0,1.0,2.0,3.0,14.666666666666666,558.0,1,7,Alto,Descendente,Alto valor / Descendente
118,101,703,89,4513.29,1548,2,603,50.71112359550562,False,134,8.415003199886328,50.37478873239437,56.0225,False,0.11211384523333538,45-54,B,35-49K,Homeowner,Single Female,None/Unknown,3.0,1.0,3.0,0.0,4.0,3.0,17.39325842696629,541.99,1,5,Alto,Ascendente,Alto valor / Ascendente
119,60,693,61,2582.69,761,12,634,42.33918032786885,False,150,7.856973888665384,28.36281690140845,37.91416666666667,False,0.33675603514486996,45-54,U,125-149K,Unknown,Single Male,None/Unknown,3.0,3.0,7.0,5.0,5.0,3.0,12.475409836065573,216.48000000000002,1,2,Alto,Ascendente,Alto valor / Ascendente
120,52,653,19,242.32,32,52,602,12.753684210526316,False,15,5.494377449452505,2.2347887323943665,1.3425,False,-0.39927207411609006,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,6.0,2.0,12.0,4.0,3.0,4.0,1.6842105263157894,6.75,0,0,Bajo,Descendente,Bajo valor / Descendente
121,114,669,112,2225.58,863,36,556,19.87125,False,117,7.708222054949406,28.717323943661974,9.851666666666667,False,-0.6569434294785337,45-54,U,25-34K,Unknown,2 Adults Kids,1,3.0,3.0,2.0,5.0,1.0,0.0,7.705357142857143,405.87,1,3,Alto,Descendente,Alto valor / Descendente
122,3,671,132,2354.22,741,34,669,17.834999999999997,False,135,7.764389420346328,16.483802816901406,6.235,False,-0.6217499038749091,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,6.0,2.0,12.0,4.0,3.0,4.0,5.613636363636363,688.7099999999999,1,5,Alto,Descendente,Alto valor / Descendente
123,82,691,174,3222.65,1272,14,610,18.520977011494253,False,118,8.078269536939326,38.22915492957746,15.135,False,-0.6040979710935169,45-54,B,35-49K,Homeowner,2 Adults No Kids,None/Unknown,3.0,1.0,3.0,0.0,2.0,3.0,7.310344827586207,744.26,1,3,Alto,Descendente,Alto valor / Descendente
124,62,695,60,669.8,228,10,634,11.163333333333332,False,64,6.508471029949054,5.0584507042253515,7.484166666666667,False,0.479537333518957,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,6.0,2.0,12.0,4.0,3.0,4.0,3.8,149.86999999999998,0,0,Bajo,Ascendente,Bajo valor / Ascendente
125,12,704,358,10601.5,2483,1,693,29.613128491620113,False,188,9.268845101348745,110.00478873239437,110.22333333333334,False,0.001986682611341737,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,6.0,2.0,12.0,4.0,3.0,4.0,6.935754189944134,2101.71,1,10,Alto,Ascendente,Alto valor / Ascendente
126,88,699,31,853.45,320,6,612,27.530645161290323,False,91,6.7504579870929176,9.656760563380281,10.8675,False,0.12537739013753776,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,6.0,2.0,12.0,4.0,3.0,4.0,10.32258064516129,184.9,0,0,Bajo,Ascendente,Bajo valor / Ascendente
127,96,702,188,4534.04,1430,3,607,24.117234042553193,False,154,8.419589182796997,54.13478873239437,56.0875,False,0.03607128268770951,45-54,U,25-34K,Unknown,Single Female,None/Unknown,3.0,3.0,2.0,5.0,4.0,3.0,7.6063829787234045,1404.7600000000002,1,4,Alto,Ascendente,Alto valor / Ascendente
128,19,703,40,1334.06,476,2,685,33.3515,False,84,7.1967315136446315,7.879295774647886,56.595,False,6.182748511878162,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,6.0,2.0,12.0,4.0,3.0,4.0,11.9,190.29,0,0,Bajo,Ascendente,Bajo valor / Ascendente
129,115,690,40,475.73,259,15,576,11.89325,False,67,6.166950292892655,6.173802816901408,2.2191666666666667,False,-0.6405510942799348,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,6.0,2.0,12.0,4.0,3.0,4.0,6.475,77.26,0,0,Bajo,Descendente,Bajo valor / Descendente
130,26,338,20,511.62,151,367,313,25.581,True,54,6.2395348299460505,2.337887323943662,0.0,False,-1.0,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,6.0,2.0,12.0,4.0,3.0,4.0,7.55,55.73,0,0,Bajo,Descendente,Bajo valor / Descendente
131,25,699,353,6153.84,2028,6,675,17.43297450424929,False,194,8.72499404315476,55.445774647887326,53.64416666666667,False,-0.03249315196084654,45-54,U,50-74K,Unknown,2 Adults No Kids,None/Unknown,3.0,3.0,4.0,5.0,2.0,3.0,5.745042492917847,1287.32,1,7,Alto,Descendente,Alto valor / Descendente
132,36,705,98,2875.2400000000002,1066,0,670,29.33918367346939,False,123,7.964239164594292,29.662676056338032,28.8225,False,-0.028324351273711534,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,6.0,2.0,12.0,4.0,3.0,4.0,10.877551020408163,497.04,1,6,Alto,Descendente,Alto valor / Descendente
133,103,702,74,3763.23,1127,3,600,50.85445945945946,False,150,8.233298604045649,44.613661971830986,45.333333333333336,False,0.016131187840100404,45-54,A,Under 15K,Homeowner,Single Male,None/Unknown,3.0,0.0,0.0,0.0,5.0,3.0,15.22972972972973,894.88,1,4,Alto,Ascendente,Alto valor / Ascendente
134,35,705,84,5343.4800000000005,1545,0,671,63.61285714285715,False,160,8.583819531542156,57.867605633802825,38.060833333333335,False,-0.3422773775333042,55-64,A,25-34K,Homeowner,Single Female,None/Unknown,4.0,0.0,2.0,0.0,4.0,3.0,18.392857142857142,1199.2,1,6,Alto,Descendente,Alto valor / Descendente
135,74,702,72,695.49,292,3,629,9.659583333333334,False,74,6.546053435614996,6.914084507042254,11.259166666666667,False,0.6284392612208867,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,6.0,2.0,12.0,4.0,3.0,4.0,4.055555555555555,105.11,0,0,Bajo,Ascendente,Bajo valor / Ascendente
136,110,694,77,2804.82,1233,11,585,36.42623376623377,False,132,7.939451110351077,36.10450704225352,16.470833333333335,False,-0.5438011848754138,45-54,U,50-74K,Unknown,Unknown,None/Unknown,3.0,3.0,4.0,5.0,6.0,3.0,16.01298701298701,613.16,1,3,Alto,Descendente,Alto valor / Descendente
137,100,626,38,1062.17,374,79,527,27.95184210526316,False,103,6.969010290296648,12.920704225352113,2.5308333333333333,False,-0.8041257435204261,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,6.0,2.0,12.0,4.0,3.0,4.0,9.842105263157896,289.43,1,1,Bajo,Descendente,Bajo valor / Descendente
138,71,705,67,3524.52,1093,0,635,52.604776119402985,False,160,8.167783222097196,40.72492957746479,29.8875,False,-0.2661129114256763,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,6.0,2.0,12.0,4.0,3.0,4.0,16.313432835820894,760.58,1,2,Alto,Descendente,Alto valor / Descendente
139,75,700,82,3042.0,1067,5,626,37.09756097560975,False,130,8.02059914989697,34.18591549295775,45.219166666666666,False,0.3227425977807075,35-44,B,75-99K,Homeowner,Single Male,None/Unknown,2.0,1.0,5.0,0.0,5.0,3.0,13.012195121951219,517.94,1,2,Alto,Ascendente,Alto valor / Ascendente
140,38,692,140,1720.64,696,13,655,12.290285714285716,False,101,7.451032603898299,16.143661971830987,2.9,False,-0.8203629384051648,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,6.0,2.0,12.0,4.0,3.0,4.0,4.9714285714285715,345.0,1,3,Bajo,Descendente,Bajo valor / Descendente
141,47,698,51,439.26,195,7,652,8.612941176470589,False,67,6.087365461485185,4.724647887323943,5.473333333333334,False,0.15846375515476738,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,6.0,2.0,12.0,4.0,3.0,4.0,3.823529411764706,60.43,0,0,Bajo,Ascendente,Bajo valor / Ascendente
142,18,703,173,2290.63,829,2,686,13.24063583815029,False,73,7.737018633738661,22.139014084507043,24.367500000000003,False,0.10065876949111581,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,6.0,2.0,12.0,4.0,3.0,4.0,4.791907514450867,390.03000000000003,1,7,Alto,Ascendente,Alto valor / Ascendente
143,98,703,405,6553.47,2538,2,606,16.18140740740741,False,173,8.787902538619226,88.09845070422534,16.616666666666667,False,-0.8113852566777351,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,6.0,2.0,12.0,4.0,3.0,4.0,6.266666666666667,1618.6299999999999,1,6,Alto,Descendente,Alto valor / Descendente
144,95,649,88,2126.31,625,56,555,24.162613636363634,False,125,7.6626135497614465,28.915915492957748,3.215,False,-0.8888155555447315,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,6.0,2.0,12.0,4.0,3.0,4.0,7.1022727272727275,462.78000000000003,1,4,Bajo,Descendente,Bajo valor / Descendente
145,65,704,59,1470.49,475,1,640,24.9235593220339,False,113,7.294030771863824,14.846760563380283,27.089166666666667,False,0.8245843294248598,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,6.0,2.0,12.0,4.0,3.0,4.0,8.05084745762712,382.95000000000005,1,1,Bajo,Ascendente,Bajo valor / Ascendente
146,27,705,41,843.02,368,0,679,20.561463414634147,False,92,6.73817619099766,9.3456338028169,4.2725,False,-0.5428346444826234,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,6.0,2.0,12.0,4.0,3.0,4.0,8.975609756097562,217.76,0,0,Bajo,Descendente,Bajo valor / Descendente
147,64,695,36,1487.21,717,10,632,41.31138888888889,False,116,7.3053293344675305,16.16760563380282,6.238333333333333,False,-0.6141461219037664,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,6.0,2.0,12.0,4.0,3.0,4.0,19.916666666666668,717.75,0,0,Bajo,Descendente,Bajo valor / Descendente
148,93,699,55,1231.76,380,6,607,22.395636363636363,False,98,7.117010837016172,14.076056338028168,15.171666666666667,False,0.07783503435394576,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,6.0,2.0,12.0,4.0,3.0,4.0,6.909090909090909,136.34,0,0,Bajo,Ascendente,Bajo valor / Ascendente
149,42,651,215,11920.93,3082,54,610,55.44618604651163,False,168,9.386134840264564,135.55197183098593,79.58833333333332,False,-0.41285742834808276,45-54,U,35-49K,Homeowner,2 Adults No Kids,None/Unknown,3.0,3.0,3.0,0.0,2.0,3.0,14.334883720930232,1263.38,1,8,Alto,Descendente,Alto valor / Descendente
150,85,608,6,230.35,70,97,524,38.391666666666666,False,41,5.443931715353009,2.8530985915492955,0.0,False,-1.0,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,6.0,2.0,12.0,4.0,3.0,4.0,11.666666666666666,52.18,0,0,Bajo,Descendente,Bajo valor / Descendente
151,116,682,48,1217.44,412,23,567,25.363333333333333,False,93,7.105326630982968,14.55338028169014,12.146666666666667,False,-0.1653714510608509,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,6.0,2.0,12.0,4.0,3.0,4.0,8.583333333333334,375.56,1,1,Bajo,Descendente,Bajo valor / Descendente
152,38,696,37,1454.28,446,9,659,39.30486486486486,False,113,7.28295360095396,14.168028169014086,13.906666666666666,False,-0.01844727432989054,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,6.0,2.0,12.0,4.0,3.0,4.0,12.054054054054054,484.26,0,0,Bajo,Descendente,Bajo valor / Descendente
153,77,702,92,1558.65,1114,3,626,16.941847826086956,False,81,7.352216716096984,17.000281690140845,14.01,False,-0.1758960083511458,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,6.0,2.0,12.0,4.0,3.0,4.0,12.108695652173912,329.33000000000004,0,0,Bajo,Descendente,Bajo valor / Descendente
154,112,637,30,867.1800000000001,274,68,526,28.906000000000002,False,88,6.766399066433375,10.183239436619719,1.7508333333333335,False,-0.8280671544423084,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,6.0,2.0,12.0,4.0,3.0,4.0,9.133333333333333,134.83,0,0,Bajo,Descendente,Bajo valor / Descendente
155,110,705,52,2101.05,709,0,596,40.4048076923077,False,94,7.6506683380236415,25.720704225352115,4.328333333333333,False,-0.8317179306052194,35-44,B,50-74K,Homeowner,2 Adults Kids,1,2.0,1.0,4.0,0.0,1.0,0.0,13.634615384615385,348.72999999999996,1,2,Bajo,Descendente,Bajo valor / Descendente
156,115,705,584,5188.59,2039,0,591,8.88457191780822,False,179,8.554409974966205,65.08957746478873,43.88333333333333,False,-0.32580091863289884,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,6.0,2.0,12.0,4.0,3.0,4.0,3.4914383561643834,785.45,1,8,Alto,Descendente,Alto valor / Descendente
